,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_06,SAS_07,SAS_08,SAS_09,SAS_10,SAS_11,SAS_12,SAS_13,SAS_14,AES_01,AES_02,AES_03,AES_04,AES_05,AES_06,AES_07,AES_08,AES_09,AES_10,AES_11,AES_12,AES_13,AES_14,AES_15,AES_16,AES_17,AES_18,AMI_01,AMI_02,AMI_03,AMI_04,AMI_05,AMI_06,AMI_07,AMI_08,AMI_09,AMI_10,AMI_11,AMI_12,AMI_13,AMI_14,AMI_15,AMI_16,AMI_17,AMI_18,LARS_02.2,LARS_03.1,LARS_03.2,LARS_03.3,LARS_03.4,LARS_04.1,LARS_04.2,LARS_04.3,LARS_04.4,LARS_05.1,LARS_05.2,LARS_05.3,LARS_05.4,LARS_06.1,LARS_06.2,LARS_06.3,LARS_06.4,LARS_07.1,LARS_07.2,LARS_07.3,LARS_07.4,LARS_08.1,LARS_08.2,LARS_08.3,LARS_08.4,LARS_09.1,LARS_09.2,LARS_09.3,LARS_09.4,MDS-UPDRS_1.5,NPI_G_screen
SAS_01,1.0,0.8,0.71,0.69,0.73,0.7,0.74,0.7,0.62,0.68,0.65,0.72,0.63,0.64,0.69,0.49,0.52,0.77,0.84,0.4,0.58,0.51,0.61,0.53,0.44,0.53,0.53,0.6,0.47,0.51,0.55,0.55,0.45,0.55,0.62,0.62,0.38,0.51,0.44,0.42,0.52,0.43,0.47,0.52,0.4,0.49,0.49,0.43,0.6,0.42,0.65,0.69,0.53,0.5,0.72,0.8,0.79,0.69,0.65,0.65,0.59,0.57,0.61,0.6,0.55,0.65,0.55,0.52,0.65,0.54,0.63,0.71,0.71,0.69,0.61,0.65,0.53,0.52,0.62,0.58,0.64
SAS_02,0.8,1.0,0.78,0.69,0.74,0.7,0.79,0.73,0.63,0.74,0.68,0.69,0.69,0.69,0.68,0.49,0.5,0.64,0.64,0.5,0.56,0.48,0.63,0.51,0.5,0.54,0.53,0.62,0.47,0.5,0.54,0.56,0.47,0.52,0.52,0.56,0.38,0.47,0.49,0.42,0.44,0.45,0.45,0.47,0.41,0.5,0.45,0.43,0.52,0.42,0.66,0.64,0.52,0.51,0.71,0.71,0.68,0.66,0.61,0.59,0.58,0.55,0.61,0.59,0.56,0.7,0.59,0.57,0.64,0.63,0.71,0.77,0.67,0.66,0.61,0.65,0.49,0.55,0.59,0.65,0.6
SAS_03,0.71,0.78,1.0,0.69,0.66,0.68,0.78,0.69,0.68,0.76,0.71,0.66,0.76,0.76,0.61,0.49,0.51,0.61,0.58,0.44,0.56,0.53,0.55,0.57,0.59,0.52,0.51,0.55,0.55,0.53,0.55,0.57,0.59,0.48,0.47,0.51,0.39,0.57,0.57,0.34,0.43,0.49,0.46,0.49,0.52,0.46,0.45,0.59,0.44,0.53,0.59,0.68,0.59,0.58,0.74,0.6,0.61,0.58,0.57,0.64,0.6,0.62,0.58,0.65,0.54,0.66,0.71,0.66,0.65,0.76,0.68,0.71,0.64,0.68,0.66,0.69,0.63,0.68,0.69,0.64,0.69
SAS_04,0.69,0.69,0.69,1.0,0.72,0.62,0.76,0.78,0.71,0.65,0.63,0.77,0.6,0.58,0.6,0.6,0.59,0.58,0.61,0.65,0.57,0.59,0.63,0.61,0.5,0.49,0.54,0.56,0.49,0.64,0.61,0.58,0.43,0.46,0.52,0.57,0.45,0.52,0.49,0.42,0.62,0.43,0.58,0.61,0.44,0.48,0.57,0.42,0.56,0.42,0.7,0.75,0.57,0.57,0.76,0.58,0.64,0.55,0.6,0.81,0.69,0.7,0.68,0.61,0.52,0.57,0.53,0.59,0.66,0.62,0.6,0.64,0.69,0.63,0.61,0.73,0.62,0.57,0.62,0.63,0.64
SAS_05,0.73,0.74,0.66,0.72,1.0,0.67,0.71,0.73,0.74,0.64,0.61,0.72,0.64,0.59,0.64,0.57,0.54,0.63,0.62,0.48,0.57,0.54,0.63,0.64,0.45,0.5,0.54,0.59,0.44,0.59,0.51,0.53,0.46,0.52,0.52,0.57,0.39,0.55,0.46,0.52,0.55,0.47,0.53,0.57,0.4,0.47,0.61,0.44,0.61,0.41,0.71,0.7,0.63,0.64,0.73,0.65,0.68,0.64,0.63,0.7,0.72,0.65,0.74,0.57,0.54,0.59,0.57,0.59,0.71,0.57,0.66,0.67,0.72,0.59,0.57,0.64,0.61,0.56,0.56,0.61,0.61
SAS_06,0.7,0.7,0.68,0.62,0.67,1.0,0.73,0.69,0.63,0.59,0.56,0.68,0.61,0.61,0.6,0.52,0.54,0.61,0.6,0.4,0.59,0.57,0.56,0.59,0.5,0.5,0.53,0.58,0.53,0.58,0.56,0.56,0.46,0.4,0.45,0.6,0.48,0.54,0.48,0.36,0.47,0.36,0.46,0.63,0.35,0.38,0.47,0.39,0.56,0.37,0.58,0.63,0.59,0.54,0.62,0.62,0.63,0.52,0.58,0.6,0.61,0.66,0.52,0.51,0.45,0.66,0.57,0.51,0.65,0.58,0.62,0.65,0.59,0.59,0.59,0.71,0.55,0.46,0.57,0.53,0.58
SAS_07,0.74,0.79,0.78,0.76,0.71,0.73,1.0,0.75,0.65,0.72,0.64,0.72,0.73,0.75,0.67,0.49,0.54,0.66,0.64,0.47,0.63,0.56,0.61,0.54,0.55,0.58,0.55,0.61,0.55,0.52,0.65,0.73,0.46,0.51,0.51,0.57,0.45,0.54,0.52,0.37,0.52,0.41,0.46,0.58,0.43,0.49,0.48,0.41,0.52,0.44,0.62,0.74,0.54,0.54,0.76,0.62,0.64,0.57,0.58,0.71,0.67,0.66,0.61,0.66,0.58,0.67,0.59,0.56,0.64,0.62,0.61,0.76,0.69,0.7,0.72,0.67,0.62,0.62,0.71,0.6,0.62
SAS_08,0.7,0.73,0.69,0.78,0.73,0.69,0.75,1.0,0.7,0.62,0.6,0.67,0.62,0.6,0.57,0.59,0.5,0.59,0.59,0.49,0.57,0.49,0.58,0.57,0.45,0.46,0.49,0.56,0.42,0.6,0.51,0.54,0.39,0.42,0.49,0.56,0.39,0.43,0.46,0.45,0.53,0.49,0.51,0.54,0.34,0.42,0.52,0.34,0.61,0.35,0.72,0.64,0.55,0.51,0.8,0.59,0.61,0.54,0.6,0.68,0.62,0.6,0.57,0.56,0.51,0.6,0.5,0.57,0.59,0.58,0.63,0.65,0.69,0.57,0.54,0.65,0.48,0.49,0.51,0.63,0.63
SAS_09,0.62,0.63,0.68,0.71,0.74,0.63,0.65,0.7,1.0,0.59,0.53,0.69,0.55,0.54,0.59,0.71,0.61,0.56,0.59,0.5,0.6,0.64,0.6,0.89,0.53,0.5,0.54,0.55,0.53,0.75,0.56,0.55,0.52,0.51,0.49,0.55,0.47,0.57,0.5,0.44,0.54,0.4,0.64,0.59,0.48,0.49,0.6,0.49,0.54,0.46,0.71,0.75,0.74,0.7,0.78,0.6,0.58,0.49,0.55,0.7,0.63,0.66,0.62,0.57,0.5,0.56,0.59,0.63,0.64,0.63,0.69,0.57,0.64,0.66,0.61,0.68,0.62,0.58,0.58,0.58,0.63
SAS_10,0.68,0.74,0.76,0.65,0.64,0.59,0.72,0.62,0.59,1.0,0.88,0.56,0.75,0.79,0.6,0.46,0.46,0.54,0.55,0.51,0.54,0.45,0.54,0.48,0.55,0.49,0.45,0.51,0.48,0.46,0.5,0.52,0.51,0.54,0.51,0.46,0.48,0.53,0.51,0.4,0.5,0.52,0.5,0.47,0.59,0.54,0.49,0.46,0.51,0.54,0.57,0.67,0.48,0.48,0.69,0.54,0.62,0.63,0.56,0.59,0.6,0.62,0.56,0.64,0.57,0.58,0.59,0.57,0.61,0.57,0.6,0.65,0.62,0.63,0.69,0.62,0.62,0.65,0.69,0.74,0.63
SAS_11,0.65,0.68,0.71,0.63,0.61,0.56,0.64,0.6,0.53,0.88,1.0,0.54,0.68,0.75,0.57,0.42,0.46,0.51,0.54,0.52,0.52,0.4,0.53,0.44,0.56,0.44,0.43,0.44,0.5,0.43,0.46,0.47,0.43,0.48,0.45,0.42,0.5,0.49,0.46,0.39,0.46,0.53,0.46,0.44,0.53,0.52,0.47,0.37,0.52,0.45,0.56,0.64,0.44,0.43,0.65,0.5,0.58,0.58,0.54,0.57,0.56,0.61,0.52,0.57,0.52,0.5,0.51,0.53,0.56,0.54,0.56,0.58,0.57,0.57,0.66,0.6,0.58,0.58,0.65,0.71,0.65
SAS_12,0.72,0.69,0.66,0.77,0.72,0.68,0.72,0.67,0.69,0.56,0.54,1.0,0.57,0.56,0.64,0.61,0.7,0.66,0.67,0.56,0.57,0.62,0.62,0.64,0.53,0.52,0.57,0.61,0.51,0.67,0.63,0.6,0.46,0.53,0.5,0.61,0.44,0.57,0.44,0.36,0.59,0.46,0.59,0.66,0.43,0.56,0.62,0.43,0.51,0.41,0.58,0.8,0.69,0.65,0.69,0.66,0.65,0.53,0.55,0.77,0.69,0.68,0.64,0.54,0.45,0.55,0.54,0.59,0.71,0.6,0.57,0.61,0.61,0.7,0.59,0.73,0.61,0.53,0.61,0.52,0.65
SAS_13,0.63,0.69,0.76,0.6,0.64,0.61,0.73,0.62,0.55,0.75,0.68,0.57,1.0,0.72,0.62,0.46,0.44,0.63,0.56,0.48,0.6,0.49,0.57,0.48,0.58,0.56,0.5,0.6,0.48,0.45,0.56,0.59,0.6,0.49,0.49,0.48,0.37,0.53,0.55,0.39,0.42,0.5,0.45,0.46,0.48,0.49,0.43,0.51,0.48,0.51,0.54,0.63,0.51,0.52,0.68,0.54,0.57,0.59,0.59,0.58,0.6,0.62,0.57,0.71,0.57,0.66,0.7,0.6,0.63,0.67,0.59,0.66,0.64,0.63,0.65,0.63,0.62,0.7,0.65,0.68,0.65
SAS_14,0.64,0.69,0.76,0.58,0.59,0.61,0.75,0.6,0.54,0.79,0.75,0.56,0.72,1.0,0.54,0.34,0.42,0.54,0.51,0.39,0.51,0.41,0.5,0.45,0.54,0.47,0.46,0.5,0.49,0.38,0.47,0.52,0.52,0.47,0.42,0.46,0.41,0.59,0.49,0.37,0.41,0.5,0.34,0.45,0.54,0.41,0.38,0.48,0.46,0.53,0.52,0.66,0.49,0.51,0.68,0.54,0.58,0.54,0.53,0.57,0.58,0.63,0.51,0.64,0.58,0.6,0.63,0.6,0.61,0.6,0.59,0.64,0.6,0.63,0.77,0.58,0.66,0.65,0.73,0.61,0.61
AES_01,0.69,0.68,0.61,0.6,0.64,0.6,0.67,0.57,0.59,0.6,0.57,0.64,0.62,0.54,1.0,0.75,0.72,0.89,0.9,0.69,0.86,0.69,0.89,0.69,0.73,0.87,0.71,0.8,0.73,0.69,0.88,0.89,0.52,0.61,0.61,0.63,0.46,0.55,0.55,0.47,0.55,0.49,0.56,0.59,0.45,0.54,0.55,0.52,0.61,0.47,0.56,0.63,0.57,0.53,0.62,0.64,0.62,0.5,0.61,0.59,0.55,0.55,0.64,0.58,0.53,0.53,0.5,0.54,0.6,0.56,0.54,0.6,0.66,0.6,0.59,0.63,0.53,0.55,0.59,0.54,0.64
AES_02,0.49,0.49,0.49,0.6,0.57,0.52,0.49,0.59,0.71,0.46,0.42,0.61,0.46,0.34,0.75,1.0,0.74,0.67,0.7,0.68,0.7,0.73,0.8,0.81,0.64,0.69,0.64,0.71,0.65,0.91,0.75,0.72,0.52,0.55,0.57,0.6,0.52,0.49,0.48,0.49,0.6,0.44,0.75,0.64,0.45,0.53,0.68,0.48,0.58,0.45,0.59,0.57,0.64,0.62,0.57,0.49,0.51,0.38,0.55,0.59,0.55,0.53,0.56,0.46,0.45,0.45,0.44,0.54,0.58,0.53,0.47,0.44,0.57,0.51,0.46,0.63,0.47,0.49,0.46,0.5,0.57
AES_03,0.52,0.5,0.51,0.59,0.54,0.54,0.54,0.5,0.61,0.46,0.46,0.7,0.44,0.42,0.72,0.74,1.0,0.69,0.7,0.66,0.69,0.81,0.82,0.77,0.75,0.68,0.77,0.7,0.74,0.86,0.75,0.73,0.48,0.51,0.52,0.57,0.57,0.56,0.47,0.41,0.58,0.4,0.67,0.67,0.46,0.56,0.67,0.49,0.52,0.47,0.46,0.66,0.66,0.64,0.56,0.49,0.52,0.42,0.53,0.65,0.55,0.61,0.55,0.5,0.44,0.45,0.44,0.54,0.58,0.56,0.47,0.48,0.59,0.56,0.56,0.64,0.58,0.52,0.58,0.46,0.66
AES_04,0.77,0.64,0.61,0.58,0.63,0.61,0.66,0.59,0.56,0.54,0.51,0.66,0.63,0.54,0.89,0.67,0.69,1.0,0.93,0.59,0.83,0.68,0.83,0.65,0.66,0.8,0.73,0.83,0.67,0.64,0.82,0.82,0.54,0.63,0.71,0.68,0.43,0.56,0.5,0.5,0.58,0.49,0.52,0.6,0.43,0.54,0.52,0.55,0.63,0.51,0.57,0.64,0.59,0.54,0.66,0.74,0.69,0.59,0.64,0.62,0.56,0.57,0.58,0.64,0.57,0.61,0.53,0.54,0.64,0.56,0.53,0.61,0.71,0.63,0.59,0.65,0.55,0.6,0.61,0.56,0.7
AES_05,0.84,0.64,0.58,0.61,0.62,0.6,0.64,0.59,0.59,0.55,0.54,0.67,0.56,0.51,0.9,0.7,0.7,0.93,1.0,0.62,0.81,0.66,0.83,0.68,0.64,0.78,0.68,0.77,0.68,0.67,0.81,0.8,0.5,0.62,0.67,0.66,0.45,0.53,0.47,0.46,0.58,0.46,0.56,0.59,0.42,0.55,0.55,0.5,0.64,0.45,0.58,0.65,0.55,0.51,0.64,0.73,0.72,0.55,0.62,0.62,0.56,0.54,0.6,0.57,0.54,0.53,0.48,0.52,0.62,0.52,0.52,0.58,0.67,0.64,0.58,0.63,0.51,0.52,0.59,0.51,0.67
AES_06,0.4,0.5,0.44,0.65,0.48,0.4,0.47,0.49,0.5,0.51,0.52,0.56,0.48,0.39,0.69,0.68,0.66,0.59,0.62,1.0,0.68,0.57,0.75,0.62,0.71,0.66,0.57,0.62,0.61,0.63,0.73,0.7,0.4,0.48,0.44,0.48,0.51,0.44,0.4,0.39,0.56,0.5,0.61,0.53,0.46,0.58,0.55,0.38,0.46,0.4,0.42,0.56,0.46,0.47,0.48,0.38,0.45,0.34,0.43,0.59,0.54,0.52,0.53,0.45,0.44,0.33,0.34,0.46,0.53,0.5,0.39,0.41,0.48,0.46,0.45,0.54,0.46,0.47,0.47,0.51,0.58
AES_07,0.58,0.56,0.56,0.57,0.57,0.59,0.63,0.57,0.6,0.54,0.52,0.57,0.6,0.51,0.86,0.7,0.69,0.83,0.81,0.68,1.0,0.71,0.8,0.72,0.7,0.81,0.7,0.75,0.72,0.67,0.86,0.86,0.49,0.53,0.58,0.57,0.52,0.5,0.55,0.48,0.53,0.44,0.51,0.62,0.42,0.5,0.51,0.49,0.57,0.45,0.54,0.59,0.52,0.47,0.59,0.54,0.53,0.47,0.57,0.56,0.5,0.58,0.52,0.58,0.5,0.5,0.47,0.5,0.53,0.52,0.52,0.54,0.61,0.53,0.56,0.6,0.52,0.55,0.55,0.54,0.63
AES_08,0.51,0.48,0.53,0.59,0.54,0.57,0.56,0.49,0.64,0.45,0.4,0.62,0.49,0.41,0.69,0.73,0.81,0.68,0.66,0.57,0.71,1.0,0.74,0.77,0.66,0.63,0.72,0.69,0.71,0.84,0.71,0.72,0.56,0.42,0.54,0.53,0.52,0.58,0.53,0.37,0.55,0.33,0.64,0.77,0.46,0.45,0.6,0.55,0.49,0.51,0.46,0.63,0.65,0.65,0.53,0.5,0.48,0.41,0.55,0.64,0.56,0.7,0.57,0.56,0.47,0.55,0.54,0.56,0.58,0.57,0.46,0.45,0.61,0.52,0.51,0.7,0.6,0.58,0.6,0.46,0.61
AES_09,0.61,0.63,0.55,0.63,0.63,0.56,0.61,0.58,0.6,0.54,0.53,0.62,0.57,0.5,0.89,0.8,0.82,0.83,0.83,0.75,0.8,0.74,1.0,0.75,0.79,0.81,0.79,0.8,0.74,0.78,0.82,0.84,0.51,0.58,0.63,0.65,0.47,0.52,0.55,0.54,0.58,0.49,0.63,0.61,0.47,0.54,0.61,0.53,0.64,0.49,0.61,0.66,0.59,0.59,0.62,0.59,0.61,0.48,0.63,0.63,0.58,0.58,0.6,0.59,0.59,0.51,0.48,0.57,0.62,0.6,0.54,0.56,0.71,0.59,0.6,0.63,0.54,0.59,0.58,0.58,0.71
AES_10,0.53,0.51,0.57,0.61,0.64,0.59,0.54,0.57,0.89,0.48,0.44,0.64,0.48,0.45,0.69,0.81,0.77,0.65,0.68,0.62,0.72,0.77,0.75,1.0,0.66,0.65,0.69,0.65,0.7,0.87,0.7,0.68,0.57,0.55,0.54,0.6,0.55,0.61,0.54,0.49,0.59,0.4,0.68,0.68,0.51,0.51,0.64,0.55,0.57,0.51,0.61,0.68,0.73,0.69,0.63,0.55,0.53,0.43,0.55,0.66,0.61,0.64,0.58,0.53,0.49,0.49,0.54,0.59,0.62,0.59,0.59,0.49,0.6,0.59,0.56,0.66,0.6,0.57,0.57,0.51,0.65
AES_11,0.44,0.5,0.59,0.5,0.45,0.5,0.55,0.45,0.53,0.55,0.56,0.53,0.58,0.54,0.73,0.64,0.75,0.66,0.64,0.71,0.7,0.66,0.79,0.66,1.0,0.71,0.69,0.63,0.8,0.69,0.72,0.76,0.54,0.48,0.47,0.51,0.49,0.53,0.57,0.39,0.45,0.49,0.6,0.51,0.52,0.53,0.53,0.54,0.45,0.52,0.4,0.63,0.52,0.54,0.53,0.43,0.47,0.37,0.49,0.53,0.54,0.55,0.5,0.5,0.48,0.45,0.52,0.57,0.57,0.69,0.52,0.48,0.57,0.55,0.6,0.58,0.57,0.61,0.61,0.56,0.73
AES_12,0.53,0.54,0.52,0.49,0.5,0.5,0.58,0.46,0.5,0.49,0.44,0.52,0.56,0.47,0.87,0.69,0.68,0.8,0.78,0.66,0.81,0.63,0.81,0.65,0.71,1.0,0.82,0.77,0.72,0.62,0.87,0.89,0.53,0.66,0.65,0.67,0.46,0.5,0.54,0.58,0.53,0.46,0.55,0.54,0.47,0.54,0.52,0.59,0.52,0.51,0.45,0.55,0.54,0.51,0.5,0.52,0.53,0.47,0.53,0.51,0.48,0.48,0.54,0.55,0.54,0.5,0.48,0.48,0.52,0.56,0.56,0.71,0.67,0.59,0.54,0.52,0.49,0.58,0.56,0.52,0.55
AES_13,0.53,0.53,0.51,0.54,0.54,0.53,0.55,0.49,0.54,0.45,0.43,0.57,0.5,0.46,0.71,0.64,0.77,0.73,0.68,0.57,0.7,0.72,0.79,0.69,0.69,0.82,1.0,0.74,0.69,0.74,0.7,0.72,0.55,0.63,0.69,0.72,0.5,0.51,0.57,0.63,0.58,0.46,0.61,0.62,0.51,0.54,0.61,0.62,0.55,0.53,0.46,0.61,0.65,0.58,0.54,0.53,0.5,0.52,0.6,0.59,0.53,0.56,0.57,0.61,0.55,0.57,0.52,0.54,0.58,0.65,0.6,0.7,0.8,0.61,0.56,0.59,0.54,0.62,0.59,0.56,0.63
AES_14,0.6,0.62,0.55,0.56,0.59,0.58,0.61,0.56,0.55,0.51,0.44,0.61,0.6,0.5,0.8,0.71,0.7,0.83,0.77,0.62,0.75,0.69,0.8,0.65,0.63,0.77,0.74,1.0,0.62,0.7,0.77,0.79,0.61,0.57,0.64,0.6,0.49,0.52,0.5,0.49,0.59,0.44,0.59,0.63,0.48,0.52,0.55,0.57,0.54,0.51,0.52,0.59,0.61,0.56,0.58,0.64,0.58,0.53,0.61,0.6,0.56,0.57,0.59,0.67,0.64,0.75,0.6,0.62,0.66,0.59,0.5,0.56,0.67,0.56,0.58,0.69,0.56,0.63,0.6,0.5,0.58
AES_15,0.47,0.47,0.55,0.49,0.44,0.53,0.55,0.42,0.53,0.48,0.5,0.51,0.48,0.49,0.73,0.65,0.74,0.67,0.68,0.61,0.72,0.71,0.74,0.7,0.8,0.72,0.69,0.62,1.0,0.69,0.74,0.77,0.51,0.48,0.51,0.49,0.59,0.5,0.52,0.38,0.52,0.33,0.58,0.56,0.46,0.48,0.51,0.54,0.46,0.48,0.4,0.54,0.54,0.53,0.47,0.43,0.49,0.39,0.48,0.56,0.52,0.51,0.5,0.51,0.5,0.46,0.49,0.52,0.55,0.6,0.51,0.5,0.52,0.52,0.55,0.58,0.52,0.55,0.62,0.43,0.61
AES_16,0.51,0.5,0.53,0.64,0.59,0.58,0.52,0.6,0.75,0.46,0.43,0.67,0.45,0.38,0.69,0.91,0.86,0.64,0.67,0.63,0.67,0.84,0.78,0.87,0.69,0.62,0.74,0.7,0.69,1.0,0.7,0.68,0.54,0.5,0.56,0.61,0.56,0.55,0.52,0.45,0.62,0.42,0.77,0.71,0.49,0.53,0.7,0.5,0.57,0.48,0.55,0.64,0.7,0.65,0.6,0.5,0.5,0.4,0.58,0.66,0.58,0.6,0.59,0.51,0.43,0.49,0.49,0.58,0.61,0.6,0.49,0.45,0.62,0.55,0.5,0.68,0.56,0.54,0.53,0.5,0.64
AES_17,0.55,0.54,0.55,0.61,0.51,0.56,0.65,0.51,0.56,0.5,0.46,0.63,0.56,0.47,0.88,0.75,0.75,0.82,0.81,0.73,0.86,0.71,0.82,0.7,0.72,0.87,0.7,0.77,0.74,0.7,1.0,0.94,0.48,0.55,0.56,0.63,0.53,0.54,0.49,0.41,0.59,0.4,0.57,0.63,0.45,0.53,0.53,0.49,0.54,0.46,0.47,0.61,0.56,0.52,0.56,0.54,0.55,0.39,0.51,0.62,0.54,0.56,0.53,0.52,0.47,0.46,0.43,0.49,0.57,0.53,0.44,0.54,0.55,0.55,0.56,0.6,0.54,0.52,0.57,0.47,0.57
AES_18,0.55,0.56,0.57,0.58,0.53,0.56,0.73,0.54,0.55,0.52,0.47,0.6,0.59,0.52,0.89,0.72,0.73,0.82,0.8,0.7,0.86,0.72,0.84,0.68,0.76,0.89,0.72,0.79,0.77,0.68,0.94,1.0,0.51,0.57,0.56,0.61,0.52,0.54,0.53,0.43,0.56,0.42,0.56,0.63,0.46,0.53,0.53,0.5,0.54,0.48,0.48,0.62,0.55,0.53,0.57,0.52,0.53,0.41,0.53,0.61,0.56,0.57,0.56,0.56,0.52,0.51,0.48,0.51,0.56,0.55,0.47,0.57,0.6,0.57,0.6,0.59,0.55,0.57,0.63,0.49,0.59
AMI_01,0.45,0.47,0.59,0.43,0.46,0.46,0.46,0.39,0.52,0.51,0.43,0.46,0.6,0.52,0.52,0.52,0.48,0.54,0.5,0.4,0.49,0.56,0.51,0.57,0.54,0.53,0.55,0.61,0.51,0.54,0.48,0.51,1.0,0.61,0.58,0.54,0.48,0.65,0.69,0.48,0.55,0.53,0.59,0.62,0.74,0.51,0.58,0.82,0.47,0.77,0.36,0.51,0.54,0.51,0.43,0.48,0.41,0.44,0.53,0.45,0.49,0.53,0.53,0.65,0.52,0.66,0.88,0.67,0.57,0.63,0.5,0.48,0.52,0.53,0.51,0.55,0.6,0.72,0.59,0.48,0.49
AMI_02,0.55,0.52,0.48,0.46,0.52,0.4,0.51,0.42,0.51,0.54,0.48,0.53,0.49,0.47,0.61,0.55,0.51,0.63,0.62,0.48,0.53,0.42,0.58,0.55,0.48,0.66,0.63,0.57,0.48,0.5,0.55,0.57,0.61,1.0,0.75,0.69,0.55,0.6,0.53,0.65,0.67,0.56,0.6,0.55,0.61,0.78,0.67,0.63,0.61,0.56,0.48,0.58,0.54,0.52,0.55,0.54,0.53,0.49,0.48,0.5,0.5,0.45,0.49,0.55,0.57,0.47,0.49,0.49,0.57,0.5,0.58,0.62,0.58,0.72,0.61,0.47,0.52,0.55,0.58,0.53,0.49
AMI_03,0.62,0.52,0.47,0.52,0.52,0.45,0.51,0.49,0.49,0.51,0.45,0.5,0.49,0.42,0.61,0.57,0.52,0.71,0.67,0.44,0.58,0.54,0.63,0.54,0.47,0.65,0.69,0.64,0.51,0.56,0.56,0.56,0.58,0.75,1.0,0.77,0.56,0.54,0.65,0.73,0.75,0.57,0.67,0.66,0.54,0.65,0.67,0.62,0.71,0.61,0.53,0.55,0.52,0.48,0.55,0.59,0.56,0.6,0.59,0.54,0.47,0.48,0.46,0.59,0.56,0.56,0.46,0.44,0.52,0.49,0.55,0.63,0.73,0.6,0.5,0.54,0.47,0.59,0.5,0.59,0.52
AMI_04,0.62,0.56,0.51,0.57,0.57,0.6,0.57,0.56,0.55,0.46,0.42,0.61,0.48,0.46,0.63,0.6,0.57,0.68,0.66,0.48,0.57,0.53,0.65,0.6,0.51,0.67,0.72,0.6,0.49,0.61,0.63,0.61,0.54,0.69,0.77,1.0,0.52,0.59,0.6,0.66,0.72,0.55,0.63,0.71,0.53,0.58,0.66,0.56,0.76,0.55,0.5,0.61,0.54,0.47,0.57,0.58,0.57,0.45,0.54,0.57,0.56,0.51,0.48,0.47,0.45,0.48,0.42,0.46,0.59,0.54,0.53,0.65,0.7,0.58,0.5,0.57,0.47,0.5,0.5,0.51,0.52
AMI_05,0.38,0.38,0.39,0.45,0.39,0.48,0.45,0.39,0.47,0.48,0.5,0.44,0.37,0.41,0.46,0.52,0.57,0.43,0.45,0.51,0.52,0.52,0.47,0.55,0.49,0.46,0.5,0.49,0.59,0.56,0.53,0.52,0.48,0.55,0.56,0.52,1.0,0.59,0.5,0.51,0.73,0.48,0.68,0.69,0.52,0.69,0.66,0.4,0.6,0.45,0.35,0.53,0.49,0.47,0.44,0.34,0.38,0.39,0.44,0.53,0.45,0.55,0.37,0.46,0.4,0.43,0.36,0.39,0.47,0.38,0.4,0.39,0.39,0.45,0.52,0.52,0.55,0.41,0.53,0.41,0.38
AMI_06,0.51,0.47,0.57,0.52,0.55,0.54,0.54,0.43,0.57,0.53,0.49,0.57,0.53,0.59,0.55,0.49,0.56,0.56,0.53,0.44,0.5,0.58,0.52,0.61,0.53,0.5,0.51,0.52,0.5,0.55,0.54,0.54,0.65,0.6,0.54,0.59,0.59,1.0,0.59,0.41,0.65,0.53,0.53,0.7,0.68,0.53,0.6,0.62,0.61,0.75,0.4,0.67,0.61,0.6,0.56,0.5,0.52,0.44,0.52,0.63,0.6,0.68,0.55,0.54,0.48,0.49,0.59,0.56,0.66,0.53,0.48,0.48,0.52,0.58,0.66,0.65,0.87,0.64,0.7,0.46,0.53
AMI_07,0.44,0.49,0.57,0.49,0.46,0.48,0.52,0.46,0.5,0.51,0.46,0.44,0.55,0.49,0.55,0.48,0.47,0.5,0.47,0.4,0.55,0.53,0.55,0.54,0.57,0.54,0.57,0.5,0.52,0.52,0.49,0.53,0.69,0.53,0.65,0.6,0.5,0.59,1.0,0.62,0.51,0.54,0.56,0.6,0.61,0.47,0.54,0.62,0.55,0.65,0.51,0.5,0.42,0.41,0.45,0.43,0.39,0.47,0.54,0.41,0.4,0.49,0.46,0.55,0.42,0.51,0.6,0.49,0.42,0.6,0.6,0.53,0.57,0.48,0.49,0.53,0.53,0.6,0.48,0.62,0.52
AMI_08,0.42,0.42,0.34,0.42,0.52,0.36,0.37,0.45,0.44,0.4,0.39,0.36,0.39,0.37,0.47,0.49,0.41,0.5,0.46,0.39,0.48,0.37,0.54,0.49,0.39,0.58,0.63,0.49,0.38,0.45,0.41,0.43,0.48,0.65,0.73,0.66,0.51,0.41,0.62,1.0,0.59,0.58,0.55,0.53,0.45,0.51,0.61,0.51,0.63,0.49,0.59,0.42,0.41,0.41,0.43,0.4,0.38,0.53,0.54,0.37,0.42,0.4,0.4,0.45,0.45,0.4,0.35,0.39,0.41,0.41,0.58,0.58,0.64,0.41,0.41,0.38,0.35,0.45,0.38,0.57,0.41
