,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_06,SAS_07,SAS_08,SAS_09,SAS_10,SAS_11,SAS_12,SAS_13,SAS_14,AES_01,AES_02,AES_03,AES_04,AES_05,AES_06,AES_07,AES_08,AES_09,AES_10,AES_11,AES_12,AES_13,AES_14,AES_15,AES_16,AES_17,AES_18,AMI_01,AMI_02,AMI_03,AMI_04,AMI_05,AMI_06,AMI_07,AMI_08,AMI_09,AMI_10,AMI_11,AMI_12,AMI_13,AMI_14,AMI_15,AMI_16,AMI_17,AMI_18,LARS_02.2,LARS_03.1,LARS_03.2,LARS_03.3,LARS_03.4,LARS_04.1,LARS_04.2,LARS_04.3,LARS_04.4,LARS_05.1,LARS_05.2,LARS_05.3,LARS_05.4,LARS_06.1,LARS_06.2,LARS_06.3,LARS_06.4,LARS_07.1,LARS_07.2,LARS_07.3,LARS_07.4,LARS_08.1,LARS_08.2,LARS_08.3,LARS_08.4,LARS_09.1,LARS_09.2,LARS_09.3,LARS_09.4,MDS-UPDRS_1.5,NPI_G_screen
AMI_08,0.14,0.13,0.07,0.06,0.41,0.1,0.13,0.26,0.14,0.05,0.13,0.05,0.09,0.11,0.03,0.07,-0.02,0.23,0.09,-0.06,0.0,-0.08,0.2,0.04,-0.01,0.39,0.53,0.03,-0.08,0.03,-0.05,-0.0,0.1,0.43,0.59,0.44,0.08,0.04,0.18,1.0,0.11,0.33,0.12,0.09,0.08,0.24,0.03,0.23,0.36,0.01,0.37,0.07,0.07,0.15,0.27,0.16,0.11,0.25,0.12,-0.01,-0.01,0.06,-0.04,0.02,0.06,0.07,0.08,0.05,0.01,0.09,0.32,0.51,0.52,0.17,0.09,0.08,0.05,0.05,0.02,0.37,-0.07
AMI_09,0.17,0.13,0.1,0.5,0.2,0.19,0.41,0.39,0.2,0.19,0.24,0.38,0.14,0.2,0.09,0.19,0.32,0.08,0.13,0.19,0.26,0.18,0.21,0.22,0.09,0.06,0.11,0.31,0.25,0.27,0.35,0.33,0.12,0.26,0.25,0.17,0.49,0.13,0.15,0.11,1.0,0.21,0.61,0.61,0.12,0.33,0.51,0.11,0.37,0.1,0.15,0.49,0.17,0.31,0.4,0.16,0.25,0.1,0.1,0.65,0.31,0.41,0.19,0.2,0.29,0.3,0.04,0.07,0.22,0.02,0.15,0.08,0.23,0.16,0.24,0.35,0.16,0.11,0.17,0.15,0.03
AMI_10,0.16,0.21,0.17,0.22,0.43,0.15,0.27,0.43,0.26,0.21,0.25,0.21,0.19,0.27,0.08,0.18,0.06,0.13,0.08,0.23,0.15,0.02,0.22,0.18,0.12,0.16,0.23,0.02,0.03,0.21,0.06,0.11,0.08,0.24,0.29,0.23,0.16,0.12,0.05,0.33,0.21,1.0,0.29,0.16,0.08,0.22,0.25,0.15,0.32,0.07,0.22,0.16,0.21,0.16,0.24,0.07,0.09,0.21,0.12,0.17,0.13,0.16,0.11,0.13,0.06,-0.02,0.03,0.05,0.01,-0.02,0.14,0.2,0.29,0.06,0.09,0.1,0.1,0.04,0.06,0.39,0.15
AMI_11,0.09,0.1,0.12,0.45,0.25,0.27,0.43,0.37,0.37,0.22,0.32,0.32,0.09,0.2,0.01,0.39,0.26,-0.04,-0.0,0.17,0.18,0.26,0.21,0.38,0.1,0.08,0.07,0.17,0.21,0.44,0.24,0.26,0.02,0.26,0.14,0.14,0.37,-0.02,0.14,0.12,0.61,0.29,1.0,0.52,0.12,0.4,0.56,0.07,0.23,0.07,0.26,0.39,0.26,0.38,0.4,0.08,0.1,0.0,-0.01,0.4,0.3,0.35,0.13,0.02,0.15,0.16,-0.04,0.07,0.23,0.08,0.13,0.14,0.21,0.18,0.24,0.39,0.02,0.09,0.08,0.12,0.0
AMI_12,0.2,0.17,0.12,0.48,0.23,0.34,0.66,0.43,0.19,0.14,0.16,0.42,0.16,0.22,0.19,0.18,0.32,0.19,0.19,0.07,0.41,0.47,0.32,0.26,0.01,0.0,0.18,0.35,0.24,0.28,0.27,0.54,0.12,0.15,0.17,0.15,0.48,0.24,0.2,0.09,0.61,0.16,0.52,1.0,-0.03,0.17,0.35,0.11,0.33,0.08,0.29,0.45,0.14,0.21,0.31,0.22,0.2,0.12,0.13,0.52,0.31,0.65,0.16,0.19,0.12,0.28,0.08,0.08,0.22,0.04,0.1,0.09,0.19,0.05,0.2,0.46,0.24,0.09,0.1,0.14,0.12
AMI_13,-0.0,-0.02,0.24,0.09,0.07,-0.06,0.03,-0.02,0.16,0.31,0.22,0.06,0.15,0.29,-0.07,-0.04,0.1,-0.06,-0.04,0.17,0.01,0.05,-0.02,0.13,0.31,0.02,0.11,0.06,0.19,0.04,0.02,-0.02,0.42,0.09,0.11,0.11,0.06,0.06,0.23,0.08,0.12,0.08,0.12,-0.03,1.0,0.26,0.13,0.43,-0.01,0.42,-0.04,0.06,0.23,0.13,0.06,-0.02,0.0,0.01,-0.03,0.11,0.12,0.03,0.06,0.11,0.17,0.16,0.36,0.22,0.12,0.25,0.16,0.07,0.08,0.13,0.1,0.07,0.16,0.31,0.23,0.2,0.08
AMI_14,0.16,0.17,0.12,0.13,0.23,0.1,0.17,0.17,0.27,0.22,0.27,0.22,0.1,0.24,0.06,0.01,0.15,0.16,0.1,0.07,-0.03,-0.07,0.05,0.19,0.09,0.14,0.1,0.13,-0.01,0.03,0.19,0.07,0.14,0.68,0.38,0.16,0.22,0.02,0.09,0.24,0.33,0.22,0.4,0.17,0.26,1.0,0.34,0.13,0.19,0.17,0.14,0.34,0.39,0.29,0.47,0.14,0.11,0.11,0.01,0.18,0.12,0.13,0.04,0.14,0.21,0.1,0.05,0.1,0.13,0.07,0.23,0.2,0.31,0.54,0.36,0.16,0.05,0.16,0.21,0.26,0.04
AMI_15,0.04,0.0,0.05,0.31,0.21,0.14,0.25,0.2,0.26,0.09,0.13,0.4,0.02,0.11,0.02,0.22,0.3,-0.02,0.01,0.12,0.17,0.17,0.08,0.27,0.08,0.02,0.07,0.15,0.08,0.35,0.3,0.16,0.02,0.18,0.1,-0.0,0.34,0.07,0.02,0.03,0.51,0.25,0.56,0.35,0.13,0.34,1.0,0.06,0.16,0.14,0.11,0.4,0.39,0.41,0.35,0.1,0.17,0.05,0.1,0.42,0.3,0.33,0.25,0.14,0.23,0.08,-0.01,0.16,0.23,0.07,0.1,0.01,0.2,0.33,0.23,0.4,0.11,0.11,0.1,0.01,-0.04
AMI_16,0.05,0.03,0.34,0.1,0.17,0.06,0.16,0.13,0.15,0.26,0.18,0.12,0.21,0.34,0.05,0.05,0.14,0.07,0.02,0.19,0.13,0.22,0.17,0.16,0.4,0.33,0.39,0.15,0.25,0.1,0.05,0.13,0.54,0.19,0.22,0.12,0.02,0.09,0.27,0.23,0.11,0.15,0.07,0.11,0.43,0.13,0.06,1.0,0.03,0.37,0.08,0.1,0.12,0.17,0.13,0.08,0.03,0.09,0.05,0.14,0.1,0.13,0.07,0.11,0.1,0.28,0.56,0.35,0.25,0.48,0.38,0.35,0.28,0.11,0.04,0.11,0.18,0.34,0.05,0.34,0.22
AMI_17,0.42,0.41,-0.04,0.18,0.41,0.21,0.17,0.36,0.21,0.12,0.22,0.2,0.13,0.06,0.28,0.24,0.15,0.37,0.36,-0.09,0.19,0.07,0.46,0.19,-0.05,0.08,0.25,0.18,0.04,0.21,0.14,0.1,0.02,0.33,0.53,0.5,0.19,0.19,0.04,0.36,0.37,0.32,0.23,0.33,-0.01,0.19,0.16,0.03,1.0,-0.06,0.38,0.28,0.03,0.15,0.33,0.32,0.36,0.32,0.29,0.22,0.13,0.23,-0.02,0.11,0.12,0.14,-0.03,-0.05,0.07,-0.09,0.12,0.09,0.32,0.11,0.12,0.23,0.15,-0.0,0.08,0.18,-0.05
AMI_18,-0.03,-0.1,0.07,0.11,0.05,-0.0,0.09,-0.05,0.13,0.17,0.06,0.05,0.14,0.23,-0.04,-0.06,0.0,-0.0,-0.04,0.12,0.07,0.08,-0.07,0.12,0.16,0.04,0.03,0.06,0.14,0.02,0.02,0.09,0.32,0.07,0.05,-0.01,0.14,0.27,0.21,0.01,0.1,0.07,0.07,0.08,0.42,0.17,0.14,0.37,-0.06,1.0,-0.07,0.11,0.1,0.11,0.03,-0.06,0.01,-0.01,-0.05,0.16,0.15,0.13,0.12,0.1,0.07,0.05,0.26,0.21,0.16,0.1,0.04,0.03,0.09,0.05,0.04,0.16,0.34,0.79,0.35,0.17,0.05
LARS_02.2,0.27,0.29,0.08,0.35,0.37,0.25,0.37,0.46,0.2,0.13,0.16,0.17,0.1,0.16,0.16,0.31,0.09,0.18,0.17,0.04,0.22,0.09,0.38,0.23,-0.05,0.05,0.11,0.07,0.01,0.26,-0.04,0.14,0.0,0.27,0.26,0.22,0.08,0.04,0.17,0.37,0.15,0.22,0.26,0.29,-0.04,0.14,0.11,0.08,0.38,-0.07,1.0,0.15,0.01,0.15,0.42,0.29,0.24,0.19,0.23,0.2,0.15,0.33,0.11,0.09,0.15,0.06,0.01,0.11,0.14,0.08,0.29,0.21,0.32,0.07,0.12,0.26,0.04,0.02,0.04,0.21,0.1
LARS_03.1,0.11,0.02,0.05,0.45,0.18,0.22,0.39,0.27,0.47,0.16,0.16,0.57,0.15,0.26,0.12,0.21,0.34,0.1,0.13,0.2,0.23,0.23,0.2,0.44,0.14,0.04,0.1,0.12,0.18,0.26,0.4,0.32,0.12,0.2,0.07,0.07,0.46,0.39,0.05,0.07,0.49,0.16,0.39,0.45,0.06,0.34,0.4,0.1,0.28,0.11,0.15,1.0,0.33,0.49,0.53,0.1,0.23,0.03,0.02,0.7,0.45,0.6,0.23,0.24,0.2,0.07,0.1,0.13,0.33,0.1,0.05,0.03,0.23,0.31,0.46,0.37,0.4,0.16,0.28,0.17,0.09
LARS_03.2,0.09,-0.02,0.29,0.26,0.26,0.19,0.24,0.23,0.47,0.17,0.22,0.33,0.13,0.19,0.02,0.1,0.22,0.03,0.01,0.07,0.06,0.08,-0.05,0.38,0.06,0.02,0.12,0.08,0.02,0.19,0.14,0.07,0.16,0.15,0.11,0.02,0.17,0.1,0.03,0.07,0.17,0.21,0.26,0.14,0.23,0.39,0.39,0.12,0.03,0.1,0.01,0.33,1.0,0.51,0.44,0.1,0.15,0.21,0.17,0.23,0.2,0.23,0.29,0.24,0.3,0.17,0.21,0.31,0.2,0.2,0.18,0.12,0.23,0.36,0.24,0.31,0.16,0.18,0.16,0.19,0.09
LARS_03.3,0.03,0.03,0.2,0.28,0.21,0.15,0.16,0.16,0.38,0.05,0.08,0.28,0.05,0.14,0.05,0.23,0.3,0.06,0.05,0.07,0.07,0.16,0.11,0.37,0.08,0.1,0.17,-0.02,0.16,0.31,0.19,0.08,0.08,0.2,0.13,0.14,0.21,0.18,0.07,0.15,0.31,0.16,0.38,0.21,0.13,0.29,0.41,0.17,0.15,0.11,0.15,0.49,0.51,1.0,0.46,0.05,0.17,0.12,0.09,0.41,0.26,0.38,0.26,0.17,0.18,0.04,0.05,0.2,0.25,0.23,0.24,0.13,0.34,0.33,0.31,0.26,0.14,0.13,0.09,0.1,0.09
LARS_03.4,0.22,0.13,0.15,0.42,0.34,0.26,0.34,0.5,0.49,0.15,0.2,0.39,0.12,0.32,0.09,0.29,0.35,0.19,0.16,0.12,0.23,0.07,0.27,0.44,0.06,0.09,0.19,0.07,0.0,0.3,0.25,0.17,0.03,0.39,0.29,0.26,0.18,0.14,0.13,0.27,0.4,0.24,0.4,0.31,0.06,0.47,0.35,0.13,0.33,0.03,0.42,0.53,0.44,0.46,1.0,0.2,0.28,0.25,0.17,0.46,0.26,0.33,0.21,0.18,0.21,0.07,0.03,0.18,0.3,0.18,0.31,0.16,0.37,0.29,0.35,0.31,0.11,0.1,0.06,0.27,0.09
LARS_04.1,0.62,0.42,0.11,0.17,0.34,0.22,0.22,0.24,0.14,0.24,0.22,0.28,0.13,0.11,0.28,0.04,0.12,0.31,0.41,-0.17,0.07,0.05,0.19,0.07,-0.05,-0.01,0.05,0.22,0.02,0.05,0.03,0.06,0.21,0.21,0.33,0.21,0.05,0.13,0.1,0.16,0.16,0.07,0.08,0.22,-0.02,0.14,0.1,0.08,0.32,-0.06,0.29,0.1,0.1,0.05,0.2,1.0,0.56,0.46,0.3,0.07,0.15,0.18,0.22,0.23,0.27,0.44,0.31,0.26,0.25,0.11,0.29,0.18,0.19,0.09,0.11,0.27,0.11,0.01,0.0,0.15,0.04
LARS_04.2,0.67,0.26,0.07,0.27,0.26,0.18,0.26,0.25,0.22,0.17,0.15,0.42,0.06,0.07,0.17,0.0,0.22,0.34,0.47,-0.08,0.06,0.02,0.08,0.12,-0.08,-0.08,0.04,0.04,0.07,0.07,0.07,0.05,0.05,0.17,0.35,0.15,0.05,0.22,-0.02,0.11,0.25,0.09,0.1,0.2,0.0,0.11,0.17,0.03,0.36,0.01,0.24,0.23,0.15,0.17,0.28,0.56,1.0,0.43,0.22,0.25,0.35,0.29,0.29,0.1,0.24,0.19,0.13,0.23,0.34,0.04,0.21,0.12,0.21,0.06,0.11,0.31,0.22,0.11,0.12,0.11,0.04
LARS_04.3,0.44,0.23,0.12,0.15,0.45,0.23,0.17,0.22,0.12,0.19,0.16,0.14,0.16,0.08,0.09,-0.05,0.03,0.35,0.26,-0.15,0.07,-0.05,0.07,0.0,-0.1,0.02,0.14,0.12,-0.08,-0.05,-0.03,-0.04,0.1,0.21,0.43,0.17,0.02,0.12,0.08,0.25,0.1,0.21,0.0,0.12,0.01,0.11,0.05,0.09,0.32,-0.01,0.19,0.03,0.21,0.12,0.25,0.46,0.43,1.0,0.58,0.07,0.07,0.16,0.2,0.2,0.22,0.27,0.2,0.13,0.15,0.05,0.3,0.25,0.3,0.07,0.05,0.25,0.17,0.09,0.03,0.23,0.02
LARS_04.4,0.24,0.22,0.13,0.16,0.37,0.18,0.16,0.24,0.1,0.17,0.12,0.1,0.14,0.09,0.12,0.05,-0.0,0.15,0.11,-0.15,0.08,0.01,0.11,0.01,-0.09,0.01,0.06,0.05,-0.04,0.06,-0.04,-0.01,0.04,0.1,0.21,0.1,0.05,0.11,0.1,0.12,0.1,0.12,-0.01,0.13,-0.03,0.01,0.1,0.05,0.29,-0.05,0.23,0.02,0.17,0.09,0.17,0.3,0.22,0.58,1.0,0.04,0.06,0.1,0.19,0.24,0.25,0.2,0.13,0.15,0.08,0.15,0.28,0.19,0.15,0.07,0.07,0.29,0.15,0.06,0.06,0.1,0.04
LARS_05.1,0.13,0.06,0.12,0.66,0.15,0.22,0.49,0.37,0.26,0.2,0.22,0.54,0.2,0.32,0.09,0.19,0.37,0.07,0.11,0.37,0.31,0.25,0.18,0.32,0.16,-0.03,0.12,0.08,0.22,0.29,0.36,0.34,0.16,0.1,0.06,0.06,0.38,0.33,0.09,-0.01,0.65,0.17,0.4,0.52,0.11,0.18,0.42,0.14,0.22,0.16,0.2,0.7,0.23,0.41,0.46,0.07,0.25,0.07,0.04,1.0,0.56,0.72,0.37,0.3,0.26,0.04,0.09,0.15,0.35,0.09,0.05,-0.02,0.32,0.2,0.32,0.38,0.32,0.17,0.28,0.2,0.15
LARS_05.2,0.19,0.12,0.16,0.57,0.3,0.32,0.49,0.36,0.32,0.31,0.27,0.51,0.3,0.29,0.07,0.1,0.23,0.07,0.08,0.27,0.2,0.2,0.11,0.26,0.22,-0.02,0.05,0.06,0.21,0.19,0.2,0.25,0.21,0.13,0.0,0.09,0.17,0.27,0.02,-0.01,0.31,0.13,0.3,0.31,0.12,0.12,0.3,0.1,0.13,0.15,0.15,0.45,0.2,0.26,0.26,0.15,0.35,0.07,0.06,0.56,1.0,0.62,0.6,0.11,0.28,0.13,0.26,0.35,0.76,0.19,0.1,0.15,0.13,0.12,0.19,0.57,0.44,0.24,0.38,0.26,0.14
LARS_05.3,0.18,0.1,0.14,0.6,0.25,0.36,0.58,0.36,0.28,0.23,0.19,0.5,0.28,0.3,0.06,0.13,0.23,0.09,0.08,0.21,0.29,0.36,0.18,0.26,0.11,-0.06,0.09,0.13,0.2,0.19,0.2,0.32,0.18,0.13,0.07,0.02,0.37,0.41,0.11,0.06,0.41,0.16,0.35,0.65,0.03,0.13,0.33,0.13,0.23,0.13,0.33,0.6,0.23,0.38,0.33,0.18,0.29,0.16,0.1,0.72,0.62,1.0,0.43,0.26,0.26,0.16,0.2,0.27,0.45,0.16,0.1,0.14,0.31,0.22,0.31,0.59,0.48,0.2,0.35,0.23,0.17
LARS_05.4,0.2,0.15,0.16,0.53,0.41,0.18,0.36,0.27,0.25,0.3,0.24,0.38,0.28,0.26,0.19,0.09,0.14,0.09,0.11,0.23,0.14,0.1,0.04,0.19,0.12,0.01,-0.01,0.05,0.06,0.13,0.09,0.19,0.16,0.06,-0.04,-0.05,0.04,0.18,0.03,-0.04,0.19,0.11,0.13,0.16,0.06,0.04,0.25,0.07,-0.02,0.12,0.11,0.23,0.29,0.26,0.21,0.22,0.29,0.2,0.19,0.37,0.6,0.43,1.0,0.19,0.26,0.17,0.26,0.39,0.54,0.16,0.11,0.13,0.14,0.04,0.08,0.4,0.3,0.21,0.21,0.22,0.09
LARS_06.1,0.13,0.1,0.14,0.22,0.12,0.08,0.13,0.14,0.02,0.31,0.21,0.17,0.31,0.3,0.15,-0.01,0.07,0.1,0.1,0.06,0.25,0.07,0.13,-0.03,0.06,-0.01,0.06,0.34,0.06,-0.01,0.1,0.06,0.37,0.07,0.12,0.0,0.24,0.2,0.14,0.02,0.2,0.13,0.02,0.19,0.11,0.14,0.14,0.11,0.11,0.1,0.09,0.24,0.24,0.17,0.18,0.23,0.1,0.2,0.24,0.3,0.11,0.26,0.19,1.0,0.44,0.26,0.28,0.29,0.12,0.13,0.1,0.03,0.2,0.12,0.17,0.25,0.21,0.18,0.11,0.22,0.2
LARS_06.2,0.18,0.04,0.2,0.34,0.26,0.07,0.19,0.23,0.12,0.31,0.22,0.17,0.32,0.21,0.01,0.04,-0.02,-0.02,0.01,0.08,0.12,-0.02,0.04,0.04,0.03,0.05,-0.04,0.31,0.1,-0.01,0.05,0.06,0.26,0.16,0.17,-0.04,0.16,0.05,0.02,0.06,0.29,0.06,0.15,0.12,0.17,0.21,0.23,0.1,0.12,0.07,0.15,0.2,0.3,0.18,0.21,0.27,0.24,0.22,0.25,0.26,0.28,0.26,0.26,0.44,1.0,0.38,0.3,0.31,0.26,0.15,0.18,0.18,0.25,0.2,0.21,0.33,0.17,0.24,0.25,0.11,0.06
LARS_06.3,0.25,0.16,0.3,0.18,0.22,0.24,0.31,0.24,0.1,0.37,0.29,0.13,0.47,0.2,0.11,0.05,0.06,0.08,0.08,-0.1,0.14,0.19,0.11,0.04,0.16,0.12,0.13,0.6,0.13,0.06,0.07,0.22,0.52,0.07,0.19,0.07,0.18,0.13,0.22,0.07,0.3,-0.02,0.16,0.28,0.16,0.1,0.08,0.28,0.14,0.05,0.06,0.07,0.17,0.04,0.07,0.44,0.19,0.27,0.2,0.04,0.13,0.16,0.17,0.26,0.38,1.0,0.66,0.33,0.31,0.25,0.33,0.24,0.12,0.04,0.09,0.42,0.26,0.24,0.14,0.24,0.1
LARS_06.4,0.19,0.09,0.39,0.16,0.21,0.17,0.27,0.19,0.18,0.38,0.26,0.18,0.52,0.35,0.04,-0.01,0.04,0.02,0.02,0.09,0.11,0.15,0.02,0.11,0.27,0.11,0.15,0.29,0.13,0.01,0.02,0.13,0.85,0.03,0.05,0.04,0.11,0.22,0.23,0.08,0.04,0.03,-0.04,0.08,0.36,0.05,-0.01,0.56,-0.03,0.26,0.01,0.1,0.21,0.05,0.03,0.31,0.13,0.2,0.13,0.09,0.26,0.2,0.26,0.28,0.3,0.66,1.0,0.52,0.39,0.36,0.31,0.26,0.08,0.03,0.02,0.33,0.39,0.35,0.18,0.35,0.19
LARS_07.1,0.1,0.03,0.41,0.25,0.18,0.11,0.23,0.19,0.22,0.34,0.28,0.25,0.24,0.31,0.03,0.03,0.12,-0.02,-0.02,0.09,0.05,0.12,-0.02,0.12,0.29,0.04,0.08,0.11,0.14,0.07,0.01,0.08,0.43,0.05,-0.03,-0.09,0.08,0.28,0.24,0.05,0.07,0.05,0.07,0.08,0.22,0.1,0.16,0.35,-0.05,0.21,0.11,0.13,0.31,0.2,0.18,0.26,0.23,0.13,0.15,0.15,0.35,0.27,0.39,0.29,0.31,0.33,0.52,1.0,0.52,0.53,0.28,0.17,0.12,0.1,0.09,0.38,0.35,0.3,0.19,0.23,0.15
LARS_07.2,0.24,0.15,0.23,0.44,0.32,0.26,0.38,0.27,0.26,0.37,0.23,0.32,0.33,0.26,0.07,0.11,0.15,0.09,0.07,0.14,0.2,0.15,0.06,0.23,0.23,0.04,0.04,0.2,0.21,0.12,0.17,0.21,0.31,0.17,0.04,0.06,0.12,0.26,0.08,0.01,0.22,0.01,0.23,0.22,0.12,0.13,0.23,0.25,0.07,0.16,0.14,0.33,0.2,0.25,0.3,0.25,0.34,0.15,0.08,0.35,0.76,0.45,0.54,0.12,0.26,0.31,0.39,0.52,1.0,0.33,0.22,0.19,0.08,0.1,0.22,0.54,0.43,0.29,0.28,0.25,0.12
LARS_07.3,-0.02,0.04,0.47,0.14,0.1,0.13,0.13,0.13,0.14,0.35,0.29,0.09,0.17,0.35,0.02,0.04,0.18,-0.02,-0.07,0.08,0.04,0.2,0.07,0.12,0.49,0.12,0.23,0.07,0.18,0.15,0.02,0.03,0.3,0.06,0.04,-0.05,0.01,0.18,0.43,0.09,0.02,-0.02,0.08,0.04,0.25,0.07,0.07,0.48,-0.09,0.1,0.08,0.1,0.2,0.23,0.18,0.11,0.04,0.05,0.15,0.09,0.19,0.16,0.16,0.13,0.15,0.25,0.36,0.53,0.33,1.0,0.45,0.2,0.2,0.18,0.12,0.29,0.21,0.21,0.09,0.23,0.26
LARS_07.4,0.24,0.21,0.35,0.18,0.35,0.21,0.21,0.29,0.22,0.23,0.23,0.13,0.2,0.22,0.09,0.08,0.13,0.17,0.1,-0.06,0.07,0.08,0.13,0.13,0.15,0.23,0.31,0.1,0.15,0.15,-0.08,-0.02,0.23,0.31,0.36,0.17,0.06,0.08,0.42,0.32,0.15,0.14,0.13,0.1,0.16,0.23,0.1,0.38,0.12,0.04,0.29,0.05,0.18,0.24,0.31,0.29,0.21,0.3,0.28,0.05,0.1,0.1,0.11,0.1,0.18,0.33,0.31,0.28,0.22,0.45,1.0,0.5,0.37,0.23,0.11,0.32,0.09,0.14,0.02,0.29,0.2
LARS_08.1,0.19,0.18,0.18,0.22,0.36,0.22,0.3,0.34,0.15,0.21,0.21,0.13,0.24,0.19,-0.05,-0.02,-0.05,0.04,-0.03,-0.04,-0.03,-0.02,0.03,-0.01,0.01,0.52,0.39,0.01,0.03,-0.0,-0.04,0.03,0.12,0.33,0.35,0.22,0.07,0.02,0.22,0.51,0.08,0.2,0.14,0.09,0.07,0.2,0.01,0.35,0.09,0.03,0.21,0.03,0.12,0.13,0.16,0.18,0.12,0.25,0.19,-0.02,0.15,0.14,0.13,0.03,0.18,0.24,0.26,0.17,0.19,0.2,0.5,1.0,0.41,0.2,0.08,0.19,0.13,0.19,0.05,0.35,0.0
LARS_08.2,0.18,0.09,0.03,0.26,0.34,0.14,0.18,0.29,0.21,0.16,0.19,0.17,0.16,0.23,0.04,0.11,0.13,0.21,0.12,0.13,0.12,0.05,0.25,0.15,0.12,0.27,0.5,0.09,-0.0,0.14,0.0,0.01,0.08,0.39,0.56,0.32,0.06,0.12,0.13,0.52,0.23,0.29,0.21,0.19,0.08,0.31,0.2,0.28,0.32,0.09,0.32,0.23,0.23,0.34,0.37,0.19,0.21,0.3,0.15,0.32,0.13,0.31,0.14,0.2,0.25,0.12,0.08,0.12,0.08,0.2,0.37,0.41,1.0,0.39,0.26,0.22,0.09,0.18,0.0,0.39,0.08
LARS_08.3,0.07,0.07,0.02,0.08,0.07,0.05,0.02,-0.01,0.14,0.06,0.09,0.18,0.08,0.05,0.02,-0.03,0.14,0.05,0.02,-0.03,-0.01,-0.06,-0.01,0.07,0.03,0.13,0.12,0.03,-0.02,-0.0,0.13,-0.09,0.03,0.51,0.3,0.1,0.11,0.09,0.09,0.17,0.16,0.06,0.18,0.05,0.13,0.54,0.33,0.11,0.11,0.05,0.07,0.31,0.36,0.33,0.29,0.09,0.06,0.07,0.07,0.2,0.12,0.22,0.04,0.12,0.2,0.04,0.03,0.1,0.1,0.18,0.23,0.2,0.39,1.0,0.5,0.21,0.06,0.11,0.2,0.12,0.01
LARS_08.4,0.06,-0.03,0.01,0.19,0.07,0.06,0.1,-0.01,0.22,0.14,0.06,0.11,0.13,0.15,0.03,0.0,0.11,0.04,0.05,0.1,0.08,0.03,0.11,0.15,0.09,0.09,0.08,0.1,0.22,-0.01,0.2,0.07,0.01,0.28,0.1,0.07,0.31,0.24,0.11,0.09,0.24,0.09,0.24,0.2,0.1,0.36,0.23,0.04,0.12,0.04,0.12,0.46,0.24,0.31,0.35,0.11,0.11,0.05,0.07,0.32,0.19,0.31,0.08,0.17,0.21,0.09,0.02,0.09,0.22,0.12,0.11,0.08,0.26,0.5,1.0,0.23,0.22,0.11,0.43,0.04,0.02
LARS_09.1,0.21,0.12,0.24,0.54,0.34,0.37,0.49,0.38,0.31,0.34,0.29,0.42,0.36,0.3,0.11,0.19,0.21,0.12,0.07,0.07,0.24,0.33,0.18,0.25,0.13,-0.03,0.05,0.34,0.16,0.22,0.19,0.24,0.27,0.19,0.13,0.11,0.26,0.33,0.25,0.08,0.35,0.1,0.39,0.46,0.07,0.16,0.4,0.11,0.23,0.16,0.26,0.37,0.31,0.26,0.31,0.27,0.31,0.25,0.29,0.38,0.57,0.59,0.4,0.25,0.33,0.42,0.33,0.38,0.54,0.29,0.32,0.19,0.22,0.21,0.23,1.0,0.48,0.32,0.29,0.27,0.2
LARS_09.2,0.13,0.05,0.18,0.31,0.22,0.22,0.31,0.16,0.25,0.26,0.17,0.31,0.41,0.29,0.05,-0.03,0.06,0.08,0.03,0.06,0.13,0.13,0.05,0.12,0.18,-0.0,0.05,0.12,0.14,-0.01,0.09,0.16,0.34,0.07,0.04,-0.03,0.38,0.76,0.19,0.05,0.16,0.1,0.02,0.24,0.16,0.05,0.11,0.18,0.15,0.34,0.04,0.4,0.16,0.14,0.11,0.11,0.22,0.17,0.15,0.32,0.44,0.48,0.3,0.21,0.17,0.26,0.39,0.35,0.43,0.21,0.09,0.13,0.09,0.06,0.22,0.48,1.0,0.45,0.54,0.3,0.12
LARS_09.3,0.02,-0.06,0.1,0.27,0.13,0.09,0.23,0.11,0.15,0.32,0.14,0.13,0.28,0.32,-0.05,-0.03,-0.03,-0.01,-0.07,0.13,0.06,0.03,-0.02,0.05,0.14,0.07,0.02,0.1,0.07,-0.0,0.02,0.13,0.28,0.08,0.08,-0.07,0.11,0.22,0.19,0.05,0.11,0.04,0.09,0.09,0.31,0.16,0.11,0.34,-0.0,0.79,0.02,0.16,0.18,0.13,0.1,0.01,0.11,0.09,0.06,0.17,0.24,0.2,0.21,0.18,0.24,0.24,0.35,0.3,0.29,0.21,0.14,0.19,0.18,0.11,0.11,0.32,0.45,1.0,0.39,0.27,0.05
LARS_09.4,0.08,-0.03,0.11,0.22,0.08,0.04,0.2,0.07,0.17,0.19,0.14,0.12,0.28,0.19,-0.07,-0.08,-0.03,-0.06,-0.05,0.06,-0.0,-0.03,-0.06,0.08,0.17,-0.01,-0.05,0.03,0.21,-0.07,0.09,0.08,0.15,0.1,0.01,-0.07,0.25,0.32,0.1,0.02,0.17,0.06,0.08,0.1,0.23,0.21,0.1,0.05,0.08,0.35,0.04,0.28,0.16,0.09,0.06,0.0,0.12,0.03,0.06,0.28,0.38,0.35,0.21,0.11,0.25,0.14,0.18,0.19,0.28,0.09,0.02,0.05,0.0,0.2,0.43,0.29,0.54,0.39,1.0,0.13,0.02
